id,date,nft_id,rarity
998879357766,2024-07-15 14:28:22,EQAR8ugWkWxI0nEcvrD_xYHQ3cmWFo1iWfKJSwcnU1NSGBEe,Uncommon
638331249955,2024-07-15 14:40:47,EQDnmIT4yG9mp_1WLIQVbV80J7_XsNCVk9g-AwT3iABzWG0U,Common
246296569200,2024-07-15 14:51:53,EQDwIIBUn5Q-egr1xl_bfYCwM3KprIgGxXSwMVRjAVEsOj5e,Common
433777198234,2024-07-15 14:56:57,EQDRqqHf0kEhJrCJf388BPQuXTB-v3VkDvDlFsb1HP_Dudqu,Common
333090462955,2024-07-15 15:11:03,EQASNCcK_CjAQHu1U8CgpnZENNGV_cMibS_Wn2Jg9bBkpHjH,Uncommon
256523315811,2024-07-15 15:13:01,EQDvlC4eEy2kq2tiMj8w2_5c6wBmtyrZemCZPDqqneOZM2hw,Uncommon
546591348631,2024-07-15 15:21:25,EQAT1XB3FrMg_sQhAAqHPX-vfep2HAg0INQoxsDQsxlmPGWb,Common
904149854786,2024-07-15 15:23:04,EQDOBShjfrFnJzuQKbb4GGgr8z6Dp1iHmRa1L3DSeemCbN6t,Ultra Rare
240486301116,2024-07-15 15:28:09,EQCedXhF5KstZ6W0s9MlfvkUwskhK4aMNJqIFPkMRBAbCd_U,Common
435511849598,2024-07-15 15:31:37,EQBIzrqzYvLOzIsvmtPr-dox0JBZp7kLnxzdi32jyYDhTHgp,Common
630430135575,2024-07-15 15:47:03,EQCA-aUiHqdBjvjIxpNw4a0ptGO_EZQrxE0pX1Q8D_bDch_9,Common
193910369903,2024-07-15 15:49:03,EQCj55pCW3AEGE5OFFWAz2dvq73FnqTvHs1ayOGBDtRLYRTl,Common
790412137857,2024-07-15 15:56:06,EQDXNoopJxceaGADT1hh8nVrYnhChM_BAzL4IV7ITTj3WRBB,Common
559365731470,2024-07-15 16:04:29,EQB6PMtfcxpBNRB0H-G1xkjnw_qn2boX9vYXOXdZUvztQtdM,Common
601725589791,2024-07-15 16:11:04,EQDvF_Z0dqFYHpt7did1GGTtgs6bNct7LKPbF0u82Mu_7APd,Rare
881599891904,2024-07-15 16:15:56,EQAFlzUT9B-96Ru6_mJasIELGlWf_kJFMeoQL6sJMndx1ugJ,Rare
523636529814,2024-07-15 16:56:46,EQDpBG7P8ysIuJ8ElXDCk2WIdXDEPSIPptq7F0Gs8JfVWPZd,Common
